UF	SF	Freq
neɪkəd	neɪkəd	73
troʊl	troʊl	73
pæl	pæl	73
kɛni	kɛ̃ni	73
næn	næ̃n	73
foʊldd	foʊldɪd	73
dʒɛf	dʒɛf	73
tʃɪli	tʃɪli	73
jɔn	jɔ̃n	73
seɪfti	seɪfti	73
wɑʃɪŋtən	wɑʃɪ̃ŋtə̃n	73
rɛstɪŋ	rɛstɪ̃ŋ	73
ɪŋk	ɪ̃ŋk	73
əgri	əgri	73
koʊkoʊ	koʊkoʊ	73
tispun	tispũn	73
pɪnoʊkioʊ	pɪ̃noʊkioʊ	73
nɪndʒə	nɪ̃ndʒə	73
skʌŋkz	skʌ̃ŋks	73
mʌki	mʌki	72
kætəlɔg	kætəlɔg	72
tɛd	tɛd	72
fɪlθi	fɪlθi	72
blʌdi	blʌdi	72
laɪkli	laɪkli	72
paɪn	paɪ̃n	72
naɪnθ	naɪ̃nθ	72
wɪnɪŋ	wɪ̃nɪ̃ŋ	72
bʊtʃɝ	bʊtʃɝ	72
tɛnd	tɛ̃nd	72
taɪpz	taɪps	72
ɪnfɪnɪti	ɪ̃nfɪ̃nɪti	72
ʃoʊn	ʃoʊ̃n	72
snæpd	snæpt	72
sprɪŋkəl	sprɪ̃ŋkəl	72
præktɪsɪŋ	præktɪsɪ̃ŋ	72
raɪnoʊ	raɪ̃noʊ	72
snaʊt	snaʊt	72
græmi	græ̃mi	72
krɪstə	krɪstə	72
prɛgnənt	prɛgnə̃nt	71
smoʊkɪŋ	smoʊkɪ̃ŋ	71
dʌstɝ	dʌstɝ	71
sɛtəl	sɛtəl	71
rætz	ræts	71
wɪli	wɪli	71
mɑdəl	mɑdəl	71
goʊl	goʊl	71
noʊtbʊk	noʊtbʊk	71
rɪpɛr	rɪpɛr	71
pɑpaɪ	pɑpaɪ	71
wɑbəl	wɑbəl	71
lɛpɝd	lɛpɝd	71
plutoʊ	plutoʊ	71
mɔl	mɔl	71
seɪlboʊt	seɪlboʊt	71
bɑ	bɑ	71
mægnɛtɪk	mægnɛtɪk	71
beɪsɪkli	beɪsɪkli	70
tɛstɪŋ	tɛstɪ̃ŋ	70
ənɔɪɪŋ	ə̃nɔɪɪ̃ŋ	70
slɪpɪŋ	slɪpɪ̃ŋ	70
pitsz	pitsɪz	70
ɪtæljən	ɪtæljə̃n	70
ɪlɛktrɪsəti	ɪlɛktrɪsəti	70
poʊniteɪl	poʊ̃niteɪl	70
roʊvɝ	roʊvɝ	70
ritʃɪŋ	ritʃɪ̃ŋ	70
nil	nil	70
wɪzɝd	wɪzɝd	70
slʌg	slʌg	70
hæmstɝ	hæ̃mstɝ	70
sɛlz	sɛlz	70
vænz	væ̃nz	70
skrɪbəl	skrɪbəl	70
lɛri	lɛri	70
kɑmbəneɪʃən	kɑ̃mbə̃neɪʃə̃n	70
mɛndɪŋ	mɛ̃ndɪ̃ŋ	70
stɛpɪŋ	stɛpɪ̃ŋ	70
fɪləp	fɪləp	70
snʌgəl	snʌgəl	70
ɛlən	ɛlə̃n	70
greɪpfrut	greɪpfrut	70
blubɛriz	blubɛriz	70
spitʃ	spitʃ	69
dʒɛnɝəli	dʒɛ̃nɝəli	69
hɛviɝ	hɛviɝ	69
tʃaɪnə	tʃaɪ̃nə	69
lidɝ	lidɝ	69
pædi	pædi	69
slaɪtli	slaɪtli	69
tut	tut	69
ænsɝɪŋ	æ̃nsɝɪ̃ŋ	69
ræk	ræk	69
mʌsəl	mʌsəl	69
taɪɝ	taɪɝ	69
leɪɝ	leɪɝ	69
plɛʒɝ	plɛʒɝ	69
stɝɪŋ	stɝɪ̃ŋ	69
vaɪəlɪt	vaɪəlɪt	69
ʃʊk	ʃʊk	69
keɪti	keɪti	69
prəpɛlɝ	prəpɛlɝ	69
mɪz	mɪz	69
bɪnz	bɪ̃nz	69
meɪlbɑks	meɪlbɑks	69
beɪgəl	beɪgəl	69
nɛmoʊ	nɛ̃moʊ	69
hoʊli	hoʊli	69
boʊzoʊ	boʊzoʊ	69
ədmɪt	ədmɪt	68
hɛlθ	hɛlθ	68
du	du	68
dɛkɝeɪtɪŋ	dɛkɝeɪtɪ̃ŋ	68
kɛri	kɛri	68
fɔrhɛd	fɔrhɛd	68
ɪskeɪp	ɪskeɪp	68
dɑk	dɑk	68
flɑpi	flɑpi	68
maɪkroʊfoʊnz	maɪkroʊfoʊ̃nz	68
dɛθ	dɛθ	68
tiz	tiz	68
hɛvənz	hɛvə̃nz	68
snizd	snizd	68
roʊb	roʊb	68
ɔlraɪti	ɔlraɪti	68
tæk	tæk	68
boʊboʊ	boʊboʊ	68
bɪtsi	bɪtsi	68
ɪreɪsɝ	ɪreɪsɝ	68
ʌʃɝ	ʌʃɝ	68
trʌst	trʌst	67
nidəlz	nidəlz	67
pɑks	pɑks	67
baʊnsz	baʊ̃nsɪz	67
rɔɪəl	rɔɪəl	67
skrimd	skrĩmd	67
sɛk	sɛk	67
grɪl	grɪl	67
hændbæg	hæ̃ndbæg	67
hʌgɪŋ	hʌgɪ̃ŋ	67
dʌsti	dʌsti	67
sækz	sæks	67
pɝ	pɝ	67
aɪsd	aɪst	67
mɛltɪŋ	mɛltɪ̃ŋ	67
foʊl	foʊl	67
tɪməθi	tɪ̃məθi	67
ʃeɪkz	ʃeɪks	67
ædvɛnt	ædvɛ̃nt	67
tɪl	tɪl	67
meɪkɝ	meɪkɝ	67
slʌgz	slʌgz	67
ɪndiə	ɪ̃ndiə	67
sʌli	sʌli	67
tɛri	tɛri	67
skwikɪŋ	skwikɪ̃ŋ	67
tʃif	tʃif	67
kræŋki	kræ̃ŋki	67
læns	læ̃ns	67
nɑnsɛns	nɑ̃nsɛ̃ns	66
mʌntʃ	mʌ̃ntʃ	66
ɛnitaɪm	ɛ̃nitaɪ̃m	66
i	i	66
hil	hil	66
tʃɪli	tʃɪli	66
tɔrn	tɔrn	66
tɔr	tɔr	66
vənɛsə	və̃nɛsə	66
tiðɪŋ	tiðɪ̃ŋ	66
kɑmpləkeɪtd	kɑ̃mpləkeɪtɪd	66
ɪnsɛktz	ɪ̃nsɛkts	66
rɑb	rɑb	66
wɪtʃɛvɝ	wɪtʃɛvɝ	66
æktʃəwəl	æktʃəwəl	66
dændəlaɪənz	dæ̃ndəlaɪə̃nz	66
hɛlmətz	hɛlməts	66
lɛsli	lɛsli	66
plʌgd	plʌgd	66
klaʊdi	klaʊdi	66
goʊstz	goʊsts	66
həwaɪi	həwaɪi	66
pæsəfaɪɝ	pæsəfaɪɝ	65
bɪɑnd	bɪɑ̃nd	65
sɪstəm	sɪstə̃m	65
tʃip	tʃip	65
praɪvət	praɪvət	65
oʊldəst	oʊldəst	65
sɪmbə	sɪ̃mbə	65
hilz	hilz	65
lɪtəlɝ	lɪtəlɝ	65
aʊnsz	aʊ̃nsɪz	65
sɪgərɛt	sɪgərɛt	65
bʌzɪŋ	bʌzɪ̃ŋ	65
spaɪs	spaɪs	65
bʌŋk	bʌ̃ŋk	65
sɔɪŋ	sɔɪ̃ŋ	65
skɪpɪŋ	skɪpɪ̃ŋ	65
mʌntʃɪŋ	mʌ̃ntʃɪ̃ŋ	65
ʃɑpkipɝ	ʃɑpkipɝ	65
stilɪŋ	stilɪ̃ŋ	65
ʃɛf	ʃɛf	65
dændəlaɪən	dæ̃ndəlaɪə̃n	65
tɑŋz	tɑ̃ŋz	65
rɔri	rɔri	65
frɛdi	frɛdi	65
skwil	skwil	65
wɪp	wɪp	65
grɛg	grɛg	65
hɔŋ	hɔ̃ŋ	65
fæbjələs	fæbjələs	64
treɪnd	treɪ̃nd	64
twɪn	twɪ̃n	64
spoʊk	spoʊk	64
ædvɛntʃɝ	ædvɛ̃ntʃɝ	64
noʊzi	noʊzi	64
ɑlɪvz	ɑlɪvz	64
æŋkəl	æ̃ŋkəl	64
raɪdɝ	raɪdɝ	64
dɑŋkiz	dɑ̃ŋkiz	64
bʊlz	bʊlz	64
mʌʃi	mʌʃi	64
sɝvɪŋ	sɝvɪ̃ŋ	64
ənzɪp	ə̃nzɪp	64
hoʊldɝ	hoʊldɝ	64
wik	wik	64
ɛliət	ɛliət	64
tæblət	tæblət	63
foʊnd	foʊ̃nd	63
ʃɔrtɝ	ʃɔrtɝ	63
weɪd	weɪd	63
wɔlpeɪpɝ	wɔlpeɪpɝ	63
hæpiɝ	hæpiɝ	63
tæn	tæ̃n	63
reɪni	reɪ̃ni	63
ətætʃ	ətætʃ	63
dʒɛt	dʒɛt	63
stɔk	stɔk	63
kɝmɪt	kɝ̃mɪt	63
pæsɪŋ	pæsɪ̃ŋ	63
baɪbəl	baɪbəl	63
mɑrkɝ	mɑrkɝ	63
bɪti	bɪti	63
wɪnɝ	wɪ̃nɝ	63
məskitoʊ	məskitoʊ	63
tɑrt	tɑrt	63
stækɪŋ	stækɪ̃ŋ	63
bɑdiz	bɑdiz	63
ɪtsi	ɪtsi	63
doʊnət	doʊ̃nət	63
buti	buti	63
dʒɛnɝəl	dʒɛ̃nɝəl	62
bædli	bædli	62
ənkʌmfɝtəbəl	ə̃nkʌ̃mfɝtəbəl	62
vɔɪsz	vɔɪsɪz	62
væli	væli	62
fɪdəl	fɪdəl	62
səfɑri	səfɑri	62
ɪksprɛs	ɪksprɛs	62
sændrə	sæ̃ndrə	62
spaɪsi	spaɪsi	62
sʌmɝsɔlt	sʌ̃mɝsɔlt	62
ədʌltz	ədʌlts	62
pætɝnz	pætɝ̃nz	62
tutu	tutu	62
ʌps	ʌps	62
skrʌfi	skrʌfi	62
pɑm	pɑ̃m	62
ɝaɪv	ɝaɪv	62
krɪspi	krɪspi	62
dʒɛlifɪʃ	dʒɛlifɪʃ	62
bɪŋgoʊ	bɪ̃ŋgoʊ	62
mɪstʃəf	mɪstʃəf	62
dʌl	dʌl	62
gʊdi	gʊdi	62
snɔti	snɔti	62
mɑm	mɑ̃m	62
strɔz	strɔz	62
vɪzɪtɪŋ	vɪzɪtɪ̃ŋ	62
nɪkələs	nɪkələs	62
bɛkɑ	bɛkɑ	62
wɑʃklɔθ	wɑʃklɔθ	62
veɪdɝ	veɪdɝ	62
rəneɪ	rə̃neɪ	62
mɑnɑrk	mɑ̃nɑrk	62
staɪl	staɪl	61
soʊkɪŋ	soʊkɪ̃ŋ	61
jaʊs	jaʊs	61
teɪl	teɪl	61
nɪrəst	nɪrəst	61
væl	væl	61
meɪt	meɪt	61
peɪʃəns	peɪʃə̃ns	61
dɛri	dɛri	61
dɪtɝmənd	dɪtɝ̃mə̃nd	61
kɝl	kɝl	61
sədʒɛst	sədʒɛst	61
poʊkɪŋ	poʊkɪ̃ŋ	61
fɪgjɝz	fɪgjɝz	61
swæm	swæ̃m	61
saɪzz	saɪzɪz	61
nɪbəl	nɪbəl	61
ivəl	ivəl	61
pədʒɑmə	pədʒɑ̃mə	61
dɑk	dɑk	61
sɝdʒɝi	sɝdʒɝi	61
flʌʃ	flʌʃ	61
lɑrdʒəst	lɑrdʒəst	61
wɔtɝfɔl	wɔtɝfɔl	61
dʒiz	dʒiz	61
bʌstɝ	bʌstɝ	61
draɪvweɪ	draɪvweɪ	61
splæt	splæt	61
kəntɪnju	kə̃ntɪ̃nju	61
risaɪkəlɪŋ	risaɪkəlɪ̃ŋ	61
wɛst	wɛst	61
vɪktɝ	vɪktɝ	61
mæs	mæs	61
dʒɔrdʒə	dʒɔrdʒə	61
maɪki	maɪki	61
mɪʃɪgən	mɪʃɪgə̃n	61
kɛnədi	kɛ̃nədi	61
lɪftz	lɪfts	60
dʌmpd	dʌ̃mpt	60
fɛlə	fɛlə	60
soʊl	soʊl	60
drimɪŋ	drĩmɪ̃ŋ	60
prɛʃɝ	prɛʃɝ	60
koʊmɪŋ	koʊ̃mɪ̃ŋ	60
trɛvɝ	trɛvɝ	60
dɪznilænd	dɪznilæ̃nd	60
tʃɑrt	tʃɑrt	60
lu	lu	60
skwɝtɪŋ	skwɝtɪ̃ŋ	60
faʊntən	faʊ̃ntə̃n	60
kɑstz	kɑsts	60
klaɪmz	klaɪ̃mz	60
stʌŋ	stʌ̃ŋ	60
ɛn	ɛ̃n	60
kənfjuzɪŋ	kə̃nfjuzɪ̃ŋ	60
trænspɔrtɝ	træ̃nspɔrtɝ	60
θɪŋi	θɪ̃ŋi	60
snoʊbɔl	snoʊbɔl	60
ɑrgju	ɑrgju	60
rɛdz	rɛdz	60
tɪŋkɝ	tɪ̃ŋkɝ	60
stroʊkɪŋ	stroʊkɪ̃ŋ	60
pɪŋki	pɪ̃ŋki	60
ɪtʃ	ɪtʃ	60
hɛdd	hɛdɪd	60
spaɪ	spaɪ	60
mɪriəm	mɪriə̃m	60
lɪŋkən	lɪ̃ŋkə̃n	60
sɪgərɛtz	sɪgərɛts	60
dɪnis	dɪ̃nis	60
ælɪsən	ælɪsə̃n	60
bəloʊni	bəloʊ̃ni	60
wɑʃz	wɑʃɪz	59
ɪlæstɪk	ɪlæstɪk	59
gæðɝ	gæðɝ	59
pleɪrum	pleɪrũm	59
ɪgnɔr	ɪgnɔr	59
sɪriəsli	sɪriəsli	59
goʊldi	goʊldi	59
kɑrnəvəl	kɑrnəvəl	59
lʌgədʒ	lʌgədʒ	59
hæmɝɪŋ	hæ̃mɝɪ̃ŋ	59
bruz	bruz	59
suzi	suzi	59
straɪp	straɪp	59
mɝændə	mɝæ̃ndə	59
æstrənɑt	æstrə̃nɑt	59
duk	duk	59
lu	lu	59
wɪlbɝ	wɪlbɝ	59
bæks	bæks	59
fɔrəstz	fɔrəsts	59
klɪpz	klɪps	58
ɪndʒɛkʃən	ɪ̃ndʒɛkʃə̃n	58
dʒæksən	dʒæksə̃n	58
dæft	dæft	58
pɛpsi	pɛpsi	58
mɪdnaɪt	mɪdnaɪt	58
dʌzən	dʌzə̃n	58
eɪtθ	eɪtθ	58
brifkeɪs	brifkeɪs	58
smækd	smækt	58
tʃɔɪsz	tʃɔɪsɪz	58
kʌdlɪŋ	kʌdlɪ̃ŋ	58
pɑrtiz	pɑrtiz	58
pilɪŋ	pilɪ̃ŋ	58
wɪʃɪŋ	wɪʃɪ̃ŋ	58
dɛrɪk	dɛrɪk	58
glɔri	glɔri	58
rəflɛkʃən	rəflɛkʃə̃n	58
pisfəl	pisfəl	58
bɛri	bɛri	58
tæŋkɝ	tæ̃ŋkɝ	58
klʌmzi	klʌ̃mzi	58
weɪn	weɪ̃n	58
pɑ	pɑ	58
rʌbd	rʌbd	58
vɑlkeɪnoʊ	vɑlkeɪ̃noʊ	58
sprɪŋtaɪm	sprɪ̃ŋtaɪ̃m	58
dæmədʒd	dæ̃mədʒd	58
tælulə	tælulə	58
ɪnvɪzəbəl	ɪ̃nvɪzəbəl	58
mɪsɪz	mɪsɪz	58
ʃut	ʃut	58
graʊndhɑg	graʊ̃ndhɑg	58
əlɛksə	əlɛksə	58
spɛnsɝz	spɛ̃nsɝz	57
trævəlɪŋ	trævəlɪ̃ŋ	57
laɪtɝ	laɪtɝ	57
kripi	kripi	57
fraɪtənɪŋ	fraɪtə̃nɪ̃ŋ	57
weɪst	weɪst	57
dɪskʌvɝd	dɪskʌvɝd	57
kɑmən	kɑ̃mə̃n	57
spɛʃəli	spɛʃəli	57
æktɪvɪti	æktɪvɪti	57
brɛst	brɛst	57
tɑnɪk	tɑ̃nɪk	57
spunfʊl	spũnfʊl	57
tɛndɝ	tɛ̃ndɝ	57
stilz	stilz	57
ælən	ælə̃n	57
lɪkd	lɪkt	57
gʌmz	gʌ̃mz	57
mɛdoʊ	mɛdoʊ	57
peɪst	peɪst	57
wɛlɪŋtən	wɛlɪ̃ŋtə̃n	57
waɪndɪŋ	waɪ̃ndɪ̃ŋ	57
læntɝn	læ̃ntɝ̃n	57
flut	flut	57
daɪvɪŋ	daɪvɪ̃ŋ	57
kɔrəl	kɔrəl	57
klɪŋk	klɪ̃ŋk	57
boʊltz	boʊlts	57
geɪ	geɪ	57
dʒiɑmətri	dʒiɑ̃mətri	57
skæn	skæ̃n	56
klɪrɪŋ	klɪrɪ̃ŋ	56
ɔkwɝd	ɔkwɝd	56
ɔkeɪʒənəli	ɔkeɪʒə̃nəli	56
krɛʃ	krɛʃ	56
dʒoʊæn	dʒoʊæ̃n	56
pɑrtnɝ	pɑrtnɝ	56
prɪnt	prɪ̃nt	56
krænbɛri	kræ̃nbɛri	56
bɔrdz	bɔrdz	56
dæmp	dæ̃mp	56
hændəlz	hæ̃ndəlz	56
stɛrɪŋ	stɛrɪ̃ŋ	56
skeɪtbɔrd	skeɪtbɔrd	56
sniki	sniki	56
waʊnd	waʊ̃nd	56
spɑtd	spɑtɪd	56
vɛlkroʊ	vɛlkroʊ	56
smɪθ	smɪθ	56
tʌkd	tʌkt	56
dʒɔɪs	dʒɔɪs	56
oʊtz	oʊts	56
kæŋgɝuz	kæ̃ŋgɝuz	56
fɑksi	fɑksi	56
kaɪtz	kaɪts	56
kənkrit	kə̃nkrit	56
bɑbɑr	bɑbɑr	56
reɪlz	reɪlz	56
zitə	zitə	56
kænt	kæ̃nt	56
bænɝ	bæ̃nɝ	56
bɪf	bɪf	56
dɑrn	dɑrn	56
tʌnd	tʌ̃nd	56
ɪnfɔrmeɪʃən	ɪ̃nfɔrmeɪʃə̃n	55
træmpəlin	træ̃mpəlĩn	55
pɑpɪŋ	pɑpɪ̃ŋ	55
ɔrdɝd	ɔrdɝd	55
reɪl	reɪl	55
bɔɪfrɛnd	bɔɪfrɛ̃nd	55
toʊn	toʊ̃n	55
pɑpjəlɝ	pɑpjəlɝ	55
stoʊlən	stoʊlə̃n	55
wɪnz	wɪ̃nz	55
mɛnʃən	mɛ̃nʃə̃n	55
tæŋgəld	tæ̃ŋgəld	55
ɛlsi	ɛlsi	55
dɪzæstɝ	dɪzæstɝ	55
dænsd	dæ̃nst	55
daɪməndz	daɪ̃mə̃ndz	55
dʒɝzi	dʒɝzi	55
bʌmpɪŋ	bʌ̃mpɪ̃ŋ	55
ʃrɪmp	ʃrɪ̃mp	55
fɔɪl	fɔɪl	55
jɪpi	jɪpi	55
dɑn	dɑ̃n	55
dɔŋ	dɔ̃ŋ	55
bɛni	bɛ̃ni	55
dʌ	dʌ	55
təwɔrd	təwɔrd	55
dʒoʊkz	dʒoʊks	55
dʒɛn	dʒɛ̃n	55
freɪt	freɪt	55
mimi	mĩmi	55
fui	fui	55
bəloʊni	bəloʊ̃ni	55
dieɪgoʊ	dieɪgoʊ	55
didrə	didrə	55
briðɪŋ	briðɪ̃ŋ	54
dʒɝmən	dʒɝ̃mə̃n	54
tælkəm	tælkə̃m	54
wɪslɪŋ	wɪslɪ̃ŋ	54
wɔrnɪŋ	wɔrnɪ̃ŋ	54
kəmpleɪnɪŋ	kə̃mpleɪ̃nɪ̃ŋ	54
nɪp	nɪp	54
stʌfɪŋ	stʌfɪ̃ŋ	54
pɔɪnti	pɔɪ̃nti	54
straɪpd	straɪpt	54
ɪnvɪteɪʃən	ɪ̃nvɪteɪʃə̃n	54
snætʃ	snætʃ	54
tʃæti	tʃæti	54
skɛrz	skɛrz	54
dɪskraɪb	dɪskraɪb	54
sitbɛlt	sitbɛlt	54
preɪz	preɪz	54
riwaɪnd	riwaɪ̃nd	54
mɝmeɪd	mɝ̃meɪd	54
hɪkɝi	hɪkɝi	54
əbɔrd	əbɔrd	54
tæbi	tæbi	54
hu	hu	54
ɛmpaɪɝ	ɛ̃mpaɪɝ	54
ʌndɝwɔtɝ	ʌ̃ndɝwɔtɝ	54
traʊwɛl	traʊwɛl	54
aɪvɝi	aɪvɝi	54
kɔrk	kɔrk	54
ku	ku	54
lɔŋgəst	lɔ̃ŋgəst	53
lɛŋkθ	lɛ̃ŋkθ	53
əpɔɪntmənt	əpɔɪ̃ntmə̃nt	53
kaɪl	kaɪl	53
pɪntʃɪŋ	pɪ̃ntʃɪ̃ŋ	53
dɪstəns	dɪstə̃ns	53
laɪz	laɪz	53
pɝsɛnt	pɝsɛ̃nt	53
fɝgɛtɪŋ	fɝgɛtɪ̃ŋ	53
ɪtəli	ɪtəli	53
fɪrs	fɪrs	53
bjutəfli	bjutəfli	53
bɑnət	bɑ̃nət	53
θʌmp	θʌ̃mp	53
rɪmɛmbɝɪŋ	rɪ̃mɛ̃mbɝɪ̃ŋ	53
doʊnətz	doʊ̃nəts	53
rækɪt	rækɪt	53
bæʃɪŋ	bæʃɪ̃ŋ	53
snæpz	snæps	53
pʌp	pʌp	53
bɝglɝ	bɝglɝ	53
dʌb	dʌb	53
ʃɔrti	ʃɔrti	53
hʌbɝd	hʌbɝd	53
mɛltz	mɛlts	53
tɪnsəl	tɪ̃nsəl	53
dɛləkət	dɛləkət	53
reɪnkoʊt	reɪ̃nkoʊt	53
spaɪki	spaɪki	53
hʌŋgɝi	hʌ̃ŋgɝi	53
mɑrvələs	mɑrvələs	52
mɪlki	mɪlki	52
hɑrm	hɑrm	52
fraɪɪŋ	fraɪɪ̃ŋ	52
kənsɝvətɔri	kə̃nsɝvətɔri	52
rʌsti	rʌsti	52
fɪl	fɪl	52
peɪntɪŋz	peɪ̃ntɪ̃ŋz	52
nɔr	nɔr	52
kʌb	kʌb	52
dʒɛləs	dʒɛləs	52
trɪm	trɪ̃m	52
kwaɪətɝ	kwaɪətɝ	52
ɪskeɪpd	ɪskeɪpt	52
kʊkz	kʊks	52
stæmpɪŋ	stæ̃mpɪ̃ŋ	52
rudɔlf	rudɔlf	52
əlɝdʒɪk	əlɝdʒɪk	52
koʊkənət	koʊkə̃nət	52
twɝl	twɝl	52
fulɪŋ	fulɪ̃ŋ	52
ʃeɪvɪŋ	ʃeɪvɪ̃ŋ	52
grisi	grisi	52
linə	lĩnə	52
krækəl	krækəl	51
beɪð	beɪð	51
wɛræz	wɛræz	51
twɛlfθ	twɛlfθ	51
mælkəm	mælkə̃m	51
eɪliən	eɪliə̃n	51
dʒæfə	dʒæfə	51
strɛtʃɪŋ	strɛtʃɪ̃ŋ	51
skeɪt	skeɪt	51
lʌvɪŋ	lʌvɪ̃ŋ	51
wɔki	wɔki	51
dud	dud	51
pətrɪʃə	pətrɪʃə	51
bɛndɪŋ	bɛ̃ndɪ̃ŋ	51
pɑʃ	pɑʃ	51
daʊntaʊn	daʊ̃ntaʊ̃n	51
ɛlvz	ɛlvz	51
fɪŋgɝneɪl	fɪ̃ŋgɝ̃neɪl	51
tɪptoʊ	tɪptoʊ	51
pætɪŋ	pætɪ̃ŋ	51
waɪlst	waɪlst	51
pɛdəlz	pɛdəlz	51
wɪsəlz	wɪsəlz	51
lɑrdʒɝ	lɑrdʒɝ	51
kuld	kuld	51
wɛbd	wɛbd	51
smɑk	smɑk	51
piɛr	piɛr	51
kɑrmən	kɑrmə̃n	51
groʊnəp	groʊ̃nəp	51
rɑni	rɑ̃ni	51
kɑrv	kɑrv	51
sus	sus	51
wɑndə	wɑ̃ndə	51
meɪdʒɝ	meɪdʒɝ	50
drɪbəl	drɪbəl	50
sɛntrəl	sɛ̃ntrəl	50
fɪtd	fɪtɪd	50
læfz	læfs	50
hʌf	hʌf	50
koʊmd	koʊ̃md	50
ænsɝz	æ̃nsɝz	50
tɛləskoʊp	tɛləskoʊp	50
dʒækɪtz	dʒækɪts	50
krʌʃ	krʌʃ	50
beɪkɝi	beɪkɝi	50
weɪɪŋ	weɪɪ̃ŋ	50
sɛkʃən	sɛkʃə̃n	50
ɪkspɪriəns	ɪkspɪriə̃ns	50
lɪsənz	lɪsə̃nz	50
kʌku	kʌku	50
fæʃənd	fæʃə̃nd	50
seɪvz	seɪvz	50
feɪməs	feɪ̃məs	50
klɪrli	klɪrli	50
nʌgətz	nʌgəts	50
ist	ist	50
loʊdɪŋ	loʊdɪ̃ŋ	50
ənlɑk	ə̃nlɑk	50
dʒoʊænə	dʒoʊæ̃nə	50
æstrə	æstrə	50
ril	ril	50
trɑt	trɑt	50
ɪgwɑnə	ɪgwɑ̃nə	50
junɪkɔrn	jũnɪkɔrn	50
ʃilə	ʃilə	50
sunɝ	sũnɝ	50
tɛrəns	tɛrə̃ns	50
sɛlɝ	sɛlɝ	50
sʌkɝ	sʌkɝ	50
bʌlb	bʌlb	50
kæmpɝ	kæ̃mpɝ	50
dʒɛdi	dʒɛdi	50
gʌs	gʌs	50
deɪl	deɪl	50
kwɔrtz	kwɔrts	50
spɔɪld	spɔɪld	49
trænsmɪtɝ	træ̃nsmɪtɝ	49
ɪnɔrməs	ɪ̃nɔrməs	49
beɪbisɪt	beɪbisɪt	49
sɪl	sɪl	49
neɪvi	neɪvi	49
bætəl	bætəl	49
tɪrænəsɔrəs	tɪræ̃nəsɔrəs	49
reɪndʒɝ	reɪ̃ndʒɝ	49
haɪdz	haɪdz	49
gritə	gritə	49
græbɪŋ	græbɪ̃ŋ	49
ɪnsɛkt	ɪ̃nsɛkt	49
nɑd	nɑd	49
studənt	studə̃nt	49
foʊldɪŋ	foʊldɪ̃ŋ	49
məkænɪk	məkæ̃nɪk	49
nɛroʊ	nɛroʊ	49
fɔrd	fɔrd	49
nɛkz	nɛks	49
breɪnz	breɪ̃nz	49
sʌkz	sʌks	49
gris	gris	49
fɑrmz	fɑrmz	49
bælənsɪŋ	bælə̃nsɪ̃ŋ	49
fræns	fræ̃ns	49
raʊndd	raʊ̃ndɪd	49
joʊk	joʊk	49
waɪdɝ	waɪdɝ	49
foʊkz	foʊks	49
dɪn	dɪ̃n	49
wu	wu	49
rætəlz	rætəlz	49
kɔrnɝz	kɔrnɝz	49
ʃɔn	ʃɔ̃n	49
tʃizi	tʃizi	49
blɪŋk	blɪ̃ŋk	49
æŋgəl	æ̃ŋgəl	49
pitə	pitə	49
keɪlə	keɪlə	49
reɪlroʊd	reɪlroʊd	49
kəbum	kəbũm	49
hɑrvɝd	hɑrvɝd	49
nənɛt	nə̃nɛt	49
poʊstɝ	poʊstɝ	48
kəmpleɪn	kə̃mpleɪ̃n	48
plænɪŋ	plæ̃nɪ̃ŋ	48
kəmɝʃəl	kə̃mɝʃəl	48
stɑk	stɑk	48
dʒɝməni	dʒɝ̃mə̃ni	48
tɝm	tɝ̃m	48
mɪstɝi	mɪstɝi	48
flɪpɪŋ	flɪpɪ̃ŋ	48
əmʌŋ	ə̃mʌ̃ŋ	48
naɪt	naɪt	48
pæləs	pæləs	48
æʃ	æʃ	48
braɪən	braɪə̃n	48
nɛkləsz	nɛkləsɪz	48
poʊki	poʊki	48
trɪpz	trɪps	48
ʃʌv	ʃʌv	48
ɪndɔrz	ɪ̃ndɔrz	48
pikɪŋ	pikɪ̃ŋ	48
məkdɑnəld	məkdɑ̃nəld	48
dɪlɪvɝz	dɪlɪvɝz	48
poʊkd	poʊkt	48
kraɪst	kraɪst	48
vaɪələnt	vaɪələ̃nt	48
sɔspæn	sɔspæ̃n	48
ʃʌtɪŋ	ʃʌtɪ̃ŋ	48
dʒɛnɝəs	dʒɛ̃nɝəs	48
laʊdli	laʊdli	48
ædd	ædɪd	48
jaɪks	jaɪks	48
nɪrbaɪ	nɪrbaɪ	48
joʊgə	joʊgə	48
snɪfz	snɪfs	48
floʊtz	floʊts	48
kulɝ	kulɝ	48
frɪli	frɪli	48
smʌdʒ	smʌdʒ	48
tɪpi	tɪpi	48
straɪk	straɪk	48
ɛdnə	ɛdnə	48
fræŋkənstaɪn	fræ̃ŋkə̃nstaɪ̃n	48
sɝfɝ	sɝfɝ	48
reɪndʒ	reɪ̃ndʒ	47
stɪtʃz	stɪtʃɪz	47
stʌdiɪŋ	stʌdiɪ̃ŋ	47
hɛl	hɛl	47
raɪz	raɪz	47
vɝʒən	vɝʒə̃n	47
hʊkz	hʊks	47
fæstəst	fæstəst	47
seɪnt	seɪ̃nt	47
sɛtəld	sɛtəld	47
slaɪmi	slaɪ̃mi	47
dɪfrəntli	dɪfrə̃ntli	47
əbsɛsd	əbsɛst	47
briz	briz	47
