UF	SF	Freq
tsai.gɘr.	tsai.gɘr.	12
grø.sɘ.	grø.sɘ.	12
re.gɘln.	re.gɘln.	12
ja.mɘrn.	ja.mɘrn.	12
drykst.	drykst.	12
ɛnd.ʃta.tsi.on.	ɛnt.ʃta.tsi.on.	12
ʃta.tsi.on.	ʃta.tsi.on.	12
aus.gɘ.zuxt.	aus.gɘ.zuxt.	12
par.kɛt.	par.kɛt.	12
an.gɘ.fa.ŋɘn.	an.gɘ.fa.ŋɘn.	12
tsai.tɪx.	tsai.tɪx.	12
auf.ain.an.dɘr.	auf.ain.an.dɘr.	12
tau.bɘn.	tau.bɘn.	12
bɘ.zɔn.dɘ.rɘs.	bɘ.zɔn.dɘ.rɘs.	12
møg.lɪx.kai.tɘn.	møk.lɪx.kai.tɘn.	12
tsan.	tsan.	12
mʊr.mɘl.	mʊr.mɘl.	12
fir.	fir.	12
fy.tɘrn.	fy.tɘrn.	12
ɛr.vak.se.nɘ.	ɛr.vak.se.nɘ.	12
gɘ.løst.	gɘ.løst.	12
vɛkst.	vɛkst.	12
ka.me.lɘ.	ka.me.lɘ.	12
ha.kɘn.	ha.kɘn.	12
plɛ.tsɘ.	plɛ.tsɘ.	12
ʊn.tɘr.ʃid.lɪx.	ʊn.tɘr.ʃit.lɪx.	12
rɔy.xɘrn.	rɔy.xɘrn.	12
by.xɘrn.	by.xɘrn.	12
gɘ.zʊŋ.kɘn.	gɘ.zʊŋ.kɘn.	12
ʃy.tɘt.	ʃy.tɘt.	12
tsai.tɘn.	tsai.tɘn.	12
kʊ.ʃɘln.	kʊ.ʃɘln.	12
zo.vol.	zo.vol.	12
an.tsi.ɘn.	an.tsi.ɘn.	12
for.ʃla.gɘn.	for.ʃla.gɘn.	12
rai.sɘn.	rai.sɘn.	12
ʃla.gɘn.	ʃla.gɘn.	12
ab.gɘ.ʃlɛpt.	ap.gɘ.ʃlɛpt.	12
ʃnɛ.lɘs.	ʃnɛ.lɘs.	12
ʃtrɛkt.	ʃtrɛkt.	12
ab.ʃpɛ.rʊŋ.	ap.ʃpɛ.rʊŋ.	12
lɛt.	lɛt.	12
fo.rɛ.lɘn.	fo.rɛ.lɘn.	12
kle.bɘ.ʃtrai.fɘn.	kle.bɘ.ʃtrai.fɘn.	12
gi.rɪx.	gi.rɪx.	12
fɛt.	fɛt.	12
ɔ.fɘn.zɪxt.lɪx.	ɔ.fɘn.zɪxt.lɪx.	12
ka.lɛn.dɘr.	ka.lɛn.dɘr.	12
rai.tɘr.	rai.tɘr.	12
kɪn.	kɪn.	12
glœk.xɘn.	glœk.xɘn.	12
rɛx.tɘ.	rɛx.tɘ.	12
ʃtɪx.	ʃtɪx.	12
fɛr.band.	fɛr.bant.	12
ʃpy.lɘn.	ʃpy.lɘn.	12
ri.zɘn.gro.sɘn.	ri.zɘn.gro.sɘn.	12
knɪ.kɘn.	knɪ.kɘn.	12
vɛʃt.	vɛʃt.	12
na.tur.	na.tur.	12
o.bɘ.rɘn.	o.bɘ.rɘn.	12
ka.pɘ.	ka.pɘ.	12
fry.stykt.	fry.stykt.	12
fus.gɛ.ŋɘr.	fus.gɛ.ŋɘr.	12
ɛr.ʃtaunt.	ɛr.ʃtaunt.	12
lau.fɘ.	lau.fɘ.	12
krem.	krem.	12
fɛ.dɘn.	fɛ.dɘn.	12
ab.gɘ.bɪl.dɘt.	ap.gɘ.bɪl.dɘt.	12
ʃpar.gɘl.	ʃpar.gɘl.	12
ja.gɘn.	ja.gɘn.	12
fo.to.	fo.to.	12
krɪ.ŋɘl.	krɪ.ŋɘl.	12
ma.kre.lɘn.	ma.kre.lɘn.	12
aus.ain.an.dɘr.gɘ.fa.lɘn.	aus.ain.an.dɘr.gɘ.fa.lɘn.	12
ʃvert.fɪ.ʃɘ.	ʃvert.fɪ.ʃɘ.	12
tsan.ʃmɛr.tsɘn.	tsan.ʃmɛr.tsɘn.	12
hak.flaiʃ.	hak.flaiʃ.	12
re.ry.kɘn.	re.ry.kɘn.	12
ɔr.gi.ɘ.	ɔr.gi.ɘ.	12
an.gɘ.ze.ɘn.	an.gɘ.ze.ɘn.	11
fla.mɪŋ.gos.	fla.mɪŋ.gos.	11
ho.zɘn.ta.ʃɘ.	ho.zɘn.ta.ʃɘ.	11
hɛ.rain.	hɛ.rain.	11
zaust.	zaust.	11
kʊr.vɘn.	kʊr.vɘn.	11
hox.fa.rɘn.	hox.fa.rɘn.	11
ʃpa.nɘn.dɘ.	ʃpa.nɘn.dɘ.	11
dɔy.tʃɘ.	dɔy.tʃɘ.	11
ʃtɛkst.	ʃtɛkst.	11
ʊn.gɘ.hɔy.ɘr.	ʊn.gɘ.hɔy.ɘr.	11
dɪxt.	dɪxt.	11
kar.nɘ.val.	kar.nɘ.val.	11
auf.gɘ.hørt.	auf.gɘ.hørt.	11
zo.la.ŋɘ.	zo.la.ŋɘ.	11
hal.bɘn.	hal.bɘn.	11
ʊm.kla.pɘn.	ʊm.kla.pɘn.	11
vɔ.xɘn.	vɔ.xɘn.	11
gɘ.trɔymt.	gɘ.trɔymt.	11
fɛr.gny.gɘn.	fɛr.gny.gɘn.	11
bo.rɘn.	bo.rɘn.	11
nɔrd.ze.	nɔrt.ze.	11
ni.zɘn.	ni.zɘn.	11
hɔy.ʃrɛ.kɘ.	hɔy.ʃrɛ.kɘ.	11
ʃtɪŋ.kɘn.	ʃtɪŋ.kɘn.	11
ai.gɘ.nɘ.	ai.gɘ.nɘ.	11
bɘ.ʃtɪm.tɘn.	bɘ.ʃtɪm.tɘn.	11
an.gɘ.ru.fɘn.	an.gɘ.ru.fɘn.	11
hy.gɘl.	hy.gɘl.	11
mɛrk.vyr.dɪ.gɘ.	mɛrk.vyr.dɪ.gɘ.	11
ab.ʃlɛ.pɘn.	ap.ʃlɛ.pɘn.	11
zan.da.lɘn.	zan.da.lɘn.	11
auf.gɘ.ʃtɛlt.	auf.gɘ.ʃtɛlt.	11
ʊm.ʃtɛn.dɘn.	ʊm.ʃtɛn.dɘn.	11
braun.	braun.	11
vai.tɘr.get.	vai.tɘr.get.	11
main.tɘst.	main.tɘst.	11
ab.la.dɘn.	ap.la.dɘn.	11
yb.lɪx.	yp.lɪx.	11
a.me.ri.ka.nɪ.ʃɘr.	a.me.ri.ka.nɪ.ʃɘr.	11
ʃla.fɘn.	ʃla.fɘn.	11
tot.	tot.	11
zɔrg.fɛl.tɪx.	zɔrk.fɛl.tɪx.	11
ʊm.fɛlt.	ʊm.fɛlt.	11
ʃpa.tsi.rɘn.	ʃpa.tsi.rɘn.	11
a.prɪl.	a.prɪl.	11
ka.pʊt.get.	ka.pʊt.get.	11
bɘ.zɔn.dɘ.rɘ.	bɘ.zɔn.dɘ.rɘ.	11
ak.tsi.on.	ak.tsi.on.	11
ɔ.fɘ.nɘn.	ɔ.fɘ.nɘn.	11
an.ʃtrɛ.ŋɘn.	an.ʃtrɛ.ŋɘn.	11
ain.tsɘl.nɘ.	ain.tsɘl.nɘ.	11
auf.gɘ.ʃri.bɘn.	auf.gɘ.ʃri.bɘn.	11
ʊn.tɘr.brɔ.xɘn.	ʊn.tɘr.brɔ.xɘn.	11
halt.	halt.	11
hɛs.lɪx.	hɛs.lɪx.	11
ʃnɛ.lɘn.	ʃnɛ.lɘn.	11
hɪm.be.rɘn.	hɪm.be.rɘn.	11
land.kar.tɘ.	lant.kar.tɘ.	11
dɔy.tʃɘn.	dɔy.tʃɘn.	11
fran.tsø.zɪ.ʃɘ.	fran.tsø.zɪ.ʃɘ.	11
fɛr.lɛtst.	fɛr.lɛtst.	11
pa.tsi.ɛn.tɘn.	pa.tsi.ɛn.tɘn.	11
fynf.	fynf.	11
fil.	fil.	11
ɛn.dɘt.	ɛn.dɘt.	11
gɔld.fɪʃ.	gɔlt.fɪʃ.	11
dre.ɘ.	dre.ɘ.	11
bi.tɘn.	bi.tɘn.	11
do.fɘ.	do.fɘ.	11
ʃto.sɘn.	ʃto.sɘn.	11
ʃtil.	ʃtil.	11
trɪft.	trɪft.	11
tsu.fal.	tsu.fal.	11
vʊn.dɘr.ba.rɘn.	vʊn.dɘr.ba.rɘn.	11
ʊm.ʃtai.gɘn.	ʊm.ʃtai.gɘn.	11
tse.	tse.	11
zɔlt.	zɔlt.	11
ryk.lɪxt.	ryk.lɪxt.	11
tsvɛrg.	tsvɛrk.	11
fir.tɘ.	fir.tɘ.	11
bry.lɘn.	bry.lɘn.	11
ʃta.bi.lɘr.	ʃta.bi.lɘr.	11
pal.mɘ.	pal.mɘ.	11
tsvɪ.ʃɘn.dʊrx.	tsvɪ.ʃɘn.dʊrx.	11
gɘ.vɪnt.	gɘ.vɪnt.	11
vɛ.gɘl.xɘn.	vɛ.gɘl.xɘn.	11
ba.lɔŋ.	ba.lɔŋ.	11
an.gɘ.lau.fɘn.	an.gɘ.lau.fɘn.	11
axt.ge.bɘn.	axt.ge.bɘn.	11
lɔyfst.	lɔyfst.	11
ki.vi.	ki.vi.	11
hɛl.blau.	hɛl.blau.	11
an.gɘ.ne.mɘr.	an.gɘ.ne.mɘr.	11
ɛr.le.dɪ.gɘn.	ɛr.le.dɪ.gɘn.	11
blau.ɘn.	blau.ɘn.	11
a.lɘr.lɛtz.tɘ.	a.lɘr.lɛts.tɘ.	11
ab.le.gɘn.	ap.le.gɘn.	11
kɔrn.	kɔrn.	11
da.rɪn.	da.rɪn.	11
gɔld.	gɔlt.	11
ʃtaunt.	ʃtaunt.	11
kʊm.pɘls.	kʊm.pɘls.	11
ʃvar.tɘ.	ʃvar.tɘ.	11
man.da.ri.nɘ.	man.da.ri.nɘ.	11
hyb.ʃɘs.	hyp.ʃɘs.	11
tsai.xɘn.	tsai.xɘn.	11
klɔpft.	klɔpft.	11
ʃvar.tsɘ.	ʃvar.tsɘ.	11
zɪn.	zɪn.	11
fɪr.tsen.tɘ.	fɪr.tsen.tɘ.	11
nax.ʃau.ɘn.	nax.ʃau.ɘn.	11
fe.lɘr.	fe.lɘr.	11
ain.gɘ.holt.	ain.gɘ.holt.	11
mɪs.tɘ.	mɪs.tɘ.	11
gɘ.zɛl.ʃaft.	gɘ.zɛl.ʃaft.	11
ʃub.ka.rɘ.	ʃup.ka.rɘ.	11
gɘ.vakt.	gɘ.vakt.	11
dɔ.lɘr.	dɔ.lɘr.	11
gra.bɘn.	gra.bɘn.	11
hɛr.for.ho.lɘn.	hɛr.for.ho.lɘn.	11
tsit.ro.nɘn.	tsit.ro.nɘn.	11
pa.pɘ.	pa.pɘ.	11
rast.	rast.	11
ab.gɘ.holt.	ap.gɘ.holt.	11
zɔ.nɘn.brɪ.lɘ.	zɔ.nɘn.brɪ.lɘ.	11
ka.tas.tro.fɘ.	ka.tas.tro.fɘ.	11
li.bɘn.	li.bɘn.	11
hɔyt.tsu.ta.gɘ.	hɔyt.tsu.ta.gɘ.	11
aus.ʃpʊ.kɘn.	aus.ʃpʊ.kɘn.	11
gɘ.fɛrt.	gɘ.fɛrt.	11
pro.jɛkt.	pro.jɛkt.	11
glaupt.	glaupt.	11
vi.zɘn.	vi.zɘn.	11
pa.ke.tɘ.	pa.ke.tɘ.	11
tai.lɘn.	tai.lɘn.	11
auf.gɘ.ʃlɔ.sɘn.	auf.gɘ.ʃlɔ.sɘn.	11
mɛrkt.	mɛrkt.	11
flɛ.xɘ.	flɛ.xɘ.	11
kɔ.mo.dɘ.	kɔ.mo.dɘ.	11
ka.no.nɘn.	ka.no.nɘn.	11
hʊs.tɘn.	hʊs.tɘn.	11
nɛ.gɘl.	nɛ.gɘl.	11
he.rɪŋ.	he.rɪŋ.	11
bʊ.sɘn.	bʊ.sɘn.	11
kra.bɘlt.	kra.bɘlt.	11
dʊrx.gaŋ.	dʊrx.gaŋ.	11
o.li.vɘn.	o.li.vɘn.	11
brai.	brai.	11
brai.tɘ.	brai.tɘ.	11
lo.gɪʃ.	lo.gɪʃ.	11
for.ʃtɛ.lʊŋ.	for.ʃtɛ.lʊŋ.	11
ɛ.lɘn.	ɛ.lɘn.	11
pʊ.pɘ.	pʊ.pɘ.	11
auf.gɘ.ga.ŋɘn.	auf.gɘ.ga.ŋɘn.	11
ma.lɘr.	ma.lɘr.	11
raif.	raif.	11
tse.ɘn.	tse.ɘn.	11
gɘ.ʃytst.	gɘ.ʃytst.	11
ɛl.xɘ.	ɛl.xɘ.	11
ʃpi.gɘl.ai.ɘr.	ʃpi.gɘl.ai.ɘr.	11
mo.dɛl.	mo.dɛl.	11
a.mai.zɘ.	a.mai.zɘ.	11
pupst.	pupst.	11
kra.xɘn.	kra.xɘn.	11
gɘ.ʃte.ɘn.	gɘ.ʃte.ɘn.	11
tse.bra.ʃtrai.fɘn.	tse.bra.ʃtrai.fɘn.	11
nai.dɪʃ.	nai.dɪʃ.	11
a.mai.zɘn.	a.mai.zɘn.	11
mʊr.mɘl.	mʊr.mɘl.	11
ʃnai.dɘt.	ʃnai.dɘt.	11
gɘ.trɔk.nɘt.	gɘ.trɔk.nɘt.	11
fɛl.dɘr.	fɛl.dɘr.	11
ma.ʃi.nɘn.	ma.ʃi.nɘn.	11
vɪld.ʃvai.nɘ.	vɪlt.ʃvai.nɘ.	11
nys.xɘn.	nys.xɘn.	11
for.ʃain.	for.ʃain.	11
tau.bɘ.	tau.bɘ.	11
far.tsɔy.gɘ.	far.tsɔy.gɘ.	11
mɪ.tɘl.mer.	mɪ.tɘl.mer.	11
braux.tɘ.	braux.tɘ.	11
ze.gɘln.	ze.gɘln.	11
an.kle.bɘn.	an.kle.bɘn.	11
trai.bɘn.	trai.bɘn.	11
fɛr.bɪn.dʊŋ.	fɛr.bɪn.dʊŋ.	11
tat.za.xɘ.	tat.za.xɘ.	11
kʊ.kʊk.	kʊ.kʊk.	11
lont.	lont.	11
a.larm.	a.larm.	11
re.gɘn.trɔ.pfɘn.	re.gɘn.trɔ.pfɘn.	11
bai.za.mɘn.	bai.za.mɘn.	11
frɛmd.ar.tɪ.gɘ.	frɛmt.ar.tɪ.gɘ.	11
klɛ.kɘrn.	klɛ.kɘrn.	11
va.sɘr.pflan.tsɘn.	va.sɘr.pflan.tsɘn.	11
blu.mɘn.bet.	blu.mɘn.bet.	11
bɘ.tre.tɘn.	bɘ.tre.tɘn.	11
gɘ.ʃla.gɘn.	gɘ.ʃla.gɘn.	10
bɪr.nɘn.	bɪr.nɘn.	10
ʃnapt.	ʃnapt.	10
di.zɘl.	di.zɘl.	10
di.zɛl.bɘ.	di.zɛl.bɘ.	10
gɘ.brɛmst.	gɘ.brɛmst.	10
fyrx.tɘr.lɪ.xɘ.	fyrx.tɘr.lɪ.xɘ.	10
bɪs.	bɪs.	10
zaft.	zaft.	10
tsvɛk.	tsvɛk.	10
frɛ.xɘ.	frɛ.xɘ.	10
gɘ.frɛ.sɘn.	gɘ.frɛ.sɘn.	10
fryxt.xɘn.	fryxt.xɘn.	10
te.le.fo.ni.rɘn.	te.le.fo.ni.rɘn.	10
tsu.ze.ɘn.	tsu.ze.ɘn.	10
nakt.	nakt.	10
dɔrt.hɪn.	dɔrt.hɪn.	10
fɛr.lirt.	fɛr.lirt.	10
brɔ.kɘn.	brɔ.kɘn.	10
ab.fart.	ap.fart.	10
bɘ.ain.drʊ.kɘnd.	bɘ.ain.drʊ.kɘnt.	10
fla.xɘn.	fla.xɘn.	10
mi.kro.fo.nɘ.	mi.kro.fo.nɘ.	10
bo.gɘn.	bo.gɘn.	10
dax.tɘst.	dax.tɘst.	10
dʊrx.ge.ɘn.	dʊrx.ge.ɘn.	10
bɘ.kant.	bɘ.kant.	10
fri.ka.dɛ.lɘn.	fri.ka.dɛ.lɘn.	10
nɔyn.tɘ.	nɔyn.tɘ.	10
nʊ.mɘrn.	nʊ.mɘrn.	10
han.dɘlt.	han.dɘlt.	10
gɘ.ʃtraift.	gɘ.ʃtraift.	10
var.mɘs.	var.mɘs.	10
ʊm.ge.ɘn.	ʊm.ge.ɘn.	10
trɪtst.	trɪtst.	10
kni.	kni.	10
frɔynd.lɪx.	frɔynt.lɪx.	10
ɛnt.zɛtst.	ɛnt.zɛtst.	10
ɛr.gɘrt.	ɛr.gɘrt.	10
me.tal.	me.tal.	10
tɔyʃt.	tɔyʃt.	10
fɪr.tɘl.ʃtʊn.dɘ.	fɪr.tɘl.ʃtʊn.dɘ.	10
kva.tʃɘn.	kva.tʃɘn.	10
ain.zɛ.tsɘn.	ain.zɛ.tsɘn.	10
gɘ.kɔnt.	gɘ.kɔnt.	10
gɘ.van.dɘrt.	gɘ.van.dɘrt.	10
ʊn.tɘr.brɛ.xʊŋ.	ʊn.tɘr.brɛ.xʊŋ.	10
to.tɘn.kɔpf.	to.tɘn.kɔpf.	10
ɛr.kɛnst.	ɛr.kɛnst.	10
fai.nɘr.	fai.nɘr.	10
bɘ.zɔrkt.	bɘ.zɔrkt.	10
ab.lɛ.kɘn.	ap.lɛ.kɘn.	10
ʃtɪf.tɘn.	ʃtɪf.tɘn.	10
parkt.	parkt.	10
aus.gɘ.malt.	aus.gɘ.malt.	10
for.bai.gɘ.fa.rɘn.	for.bai.gɘ.fa.rɘn.	10
hox.ge.ɘn.	hox.ge.ɘn.	10
hox.gɘ.klɛ.tɘrt.	hox.gɘ.klɛ.tɘrt.	10
gɘ.rɪtst.	gɘ.rɪtst.	10
fa.tɘr.	fa.tɘr.	10
for.bai.kɔmt.	for.bai.kɔmt.	10
ʃvai.nɘ.ʃtal.	ʃvai.nɘ.ʃtal.	10
ʃaft.	ʃaft.	10
bɘ.daŋ.kɘn.	bɘ.daŋ.kɘn.	10
lø.zɘn.	lø.zɘn.	10
ai.ɘrn.	ai.ɘrn.	10
rø.rɘ.	rø.rɘ.	10
no.tirt.	no.tirt.	10
tsu.ryk.ge.bɘn.	tsu.ryk.ge.bɘn.	10
gɘ.zɪx.tɘr.	gɘ.zɪx.tɘr.	10
pra.li.nɘ.	pra.li.nɘ.	10
lɛ.kɘ.rɘn.	lɛ.kɘ.rɘn.	10
zɔr.tɘ.	zɔr.tɘ.	10
gɘ.parkt.	gɘ.parkt.	10
blɛst.	blɛst.	10
fɛr.ʃpɛ.tʊŋ.	fɛr.ʃpɛ.tʊŋ.	10
ni.dlɪx.	ni.dlɪx.	10
gɛnt.	gɛnt.	10
bɛs.tɘ.	bɛs.tɘ.	10
ver.dɘt.	ver.dɘt.	10
vʊn.dɘr.ʃø.nɘ.	vʊn.dɘr.ʃø.nɘ.	10
rɔl.trɛ.pɘ.	rɔl.trɛ.pɘ.	10
bly.tɘ.	bly.tɘ.	10
fɛ.tɘn.	fɛ.tɘn.	10
fɛ.tɘr.	fɛ.tɘr.	10
gro.sɘ.	gro.sɘ.	10
hø.lɘ.	hø.lɘ.	10
tost.	tost.	10
auf.la.dɘn.	auf.la.dɘn.	10
prɪntz.	prɪnts.	10
ʊn.tɘr.ʃid.lɪ.xɘn.	ʊn.tɘr.ʃit.lɪ.xɘn.	10
lɛn.dɘr.	lɛn.dɘr.	10
fɛst.ʃtɛ.lɘn.	fɛst.ʃtɛ.lɘn.	10
vʊr.dɘn.	vʊr.dɘn.	10
ɛnt.fɛrnt.	ɛnt.fɛrnt.	10
var.tɘst.	var.tɘst.	10
gɘ.bra.tɘn.	gɘ.bra.tɘn.	10
ʃtʊrm.	ʃtʊrm.	10
main.tɘ.	main.tɘ.	10
fɛr.lau.fɘn.	fɛr.lau.fɘn.	10
høx.stɘ.	høx.stɘ.	10
fɛr.tailt.	fɛr.tailt.	10
ain.tsɘln.	ain.tsɘln.	10
ax.tɘn.	ax.tɘn.	10
mɛ.nɘr.	mɛ.nɘr.	10
zɔr.gɘn.	zɔr.gɘn.	10
fly.gɘln.	fly.gɘln.	10
frɛx.hait.	frɛx.hait.	10
vʊr.tsɘl.	vʊr.tsɘl.	10
kram.	kram.	10
nytst.	nytst.	10
aus.gɘ.rʊtʃt.	aus.gɘ.rʊtʃt.	10
fɛr.baut.	fɛr.baut.	10
fɛr.ʃtest.	fɛr.ʃtest.	10
ʃɪmpft.	ʃɪmpft.	10
rɛst.lɪ.xɘ.	rɛst.lɪ.xɘ.	10
ʃmɛr.tsɘn.	ʃmɛr.tsɘn.	10
ɛrtz.tɪn.	ɛrts.tɪn.	10
ʃʊp.sɘn.	ʃʊp.sɘn.	10
ɛnt.zɪ.nɘn.	ɛnt.zɪ.nɘn.	10
y.bɘr.ra.ʃʊŋ.	y.bɘr.ra.ʃʊŋ.	10
ʃvi.rɪ.gɘ.	ʃvi.rɪ.gɘ.	10
ze.lɘ.	ze.lɘ.	10
leb.ku.xɘn.	lep.ku.xɘn.	10
dɛkst.	dɛkst.	10
blɪŋkt.	blɪŋkt.	10
kɛl.tɘr.	kɛl.tɘr.	10
fa.kɘl.	fa.kɘl.	10
rʊnd.hɛ.rʊm.	rʊnt.hɛ.rʊm.	10
ʊm.bau.ɘn.	ʊm.bau.ɘn.	10
ton.band.	ton.bant.	10
ga.kɘrt.	ga.kɘrt.	10
klœtz.xɘn.	klœts.xɘn.	10
ʃprʊŋ.	ʃprʊŋ.	10
fɛr.brant.	fɛr.brant.	10
gɘ.ʃtʊŋ.kɘn.	gɘ.ʃtʊŋ.kɘn.	10
ju.li.	ju.li.	10
vi.fil.tɘ.	vi.fil.tɘ.	10
hɔrn.	hɔrn.	10
maul.faul.	maul.faul.	10
je.vails.	je.vails.	10
y.bɘr.ain.an.dɘr.	y.bɘr.ain.an.dɘr.	10
fɛr.blyft.	fɛr.blyft.	10
klɔpfst.	klɔpfst.	10
gɘ.ʃprɪtst.	gɘ.ʃprɪtst.	10
kʊr.bɘl.	kʊr.bɘl.	10
ɛŋst.lɪx.	ɛŋst.lɪx.	10
dʊrf.tɘ.	dʊrf.tɘ.	10
van.zɪn.	van.zɪn.	10
ʃlaf.	ʃlaf.	10
rʊn.dɘs.	rʊn.dɘs.	10
te.a.tɘr.	te.a.tɘr.	10
ʊm.tsi.ɘn.	ʊm.tsi.ɘn.	10
ʊn.tɘr.gɘ.ga.ŋɘn.	ʊn.tɘr.gɘ.ga.ŋɘn.	10
ɔ.tɘr.	ɔ.tɘr.	10
te.le.fo.nirt.	te.le.fo.nirt.	10
la.by.rɪnt.	la.by.rɪnt.	10
vɪx.tɪ.gɘ.	vɪx.tɪ.gɘ.	10
zɛr.virt.	zɛr.virt.	10
fɛn.stɘrn.	fɛn.stɘrn.	10
grøn.land.	grøn.lant.	10
zɔ.nɘn.blu.mɘn.	zɔ.nɘn.blu.mɘn.	10
na.sɘ.	na.sɘ.	10
ʃvʊŋ.	ʃvʊŋ.	10
ʃnʊr.bart.	ʃnʊr.bart.	10
for.hɛ.ŋɘ.	for.hɛ.ŋɘ.	10
zɪŋst.	zɪŋst.	10
tɛkst.	tɛkst.	10
ʃtar.kɘr.	ʃtar.kɘr.	10
lɪŋ.kɘn.	lɪŋ.kɘn.	10
frau.ɘn.	frau.ɘn.	10
pflykt.	pflykt.	10
vɪl.dɘ.	vɪl.dɘ.	10
bʊl.au.gɘn.	bʊl.au.gɘn.	10
ʃne.mɛ.nɘr.	ʃne.mɛ.nɘr.	10
ʊn.gyn.stɪx.	ʊn.gyn.stɪx.	10
auf.kla.pɘn.	auf.kla.pɘn.	10
fry.jar.	fry.jar.	10
re.gi.on.	re.gi.on.	10
pa.pa.gai.	pa.pa.gai.	10
tɔy.rɘs.	tɔy.rɘs.	10
brylt.	brylt.	10
bʊs.hal.tɘ.ʃtɛ.lɘ.	bʊs.hal.tɘ.ʃtɛ.lɘ.	10
pi.ran.jas.	pi.ran.jas.	10
raum.	raum.	10
ʃtɔy.ɘr.rad.	ʃtɔy.ɘr.rat.	10
her.kɔmt.	her.kɔmt.	10
ʃa.bɘr.nak.	ʃa.bɘr.nak.	10
vɛs.tɘ.	vɛs.tɘ.	10
bɔks.	bɔks.	10
hyb.ʃɘn.	hyp.ʃɘn.	10
fɛr.he.rɘnd.	fɛr.he.rɘnt.	10
vɛg.gɘ.rɔymt.	vɛk.gɘ.rɔymt.	10
ti.fɘ.	ti.fɘ.	10
hʊ.mɘr.	hʊ.mɘr.	10
pa.zɘls.	pa.zɘls.	10
ja.pan.	ja.pan.	10
vɪ.pɘ.	vɪ.pɘ.	10
ʃi.	ʃi.	10
hox.haus.	hox.haus.	10
zɔ.nɘn.	zɔ.nɘn.	10
gry.nɘn.	gry.nɘn.	10
bɘ.rymt.	bɘ.rymt.	10
zɛnf.gʊr.kɘn.	zɛnf.gʊr.kɘn.	10
ab.tsi.ɘn.	ap.tsi.ɘn.	10
gly.bɪr.nɘ.	gly.bɪr.nɘ.	10
zɪ.xɘ.rɘr.	zɪ.xɘ.rɘr.	10
ʊn.tɘr.zuxt.	ʊn.tɘr.zuxt.	10
ra.zɘn.	ra.zɘn.	10
ro.zi.nɘ.	ro.zi.nɘ.	10
ʃpɔrt.va.gɘn.	ʃpɔrt.va.gɘn.	10
fʊŋk.tʊrm.	fʊŋk.tʊrm.	10
ʃpa.tsir.gaŋ.	ʃpa.tsir.gaŋ.	9
œf.nɘt.	œf.nɘt.	9
erd.gɘ.ʃɔs.	ert.gɘ.ʃɔs.	9
al.tsu.fil.	al.tsu.fil.	9
vikt.	vikt.	9
ʃnautz.	ʃnauts.	9
kvar.tɛt.	kvar.tɛt.	9
mɛrk.	mɛrk.	9
rais.fɛr.ʃlʊs.	rais.fɛr.ʃlʊs.	9
zo.fɛrn.	zo.fɛrn.	9
flikst.	flikst.	9
ve.nɪ.gɘ.	ve.nɪ.gɘ.	9
gɘ.le.gɘn.	gɘ.le.gɘn.	9
kɔs.tɘn.	kɔs.tɘn.	9
gɘ.rɔy.xɘr.tɘn.	gɘ.rɔy.xɘr.tɘn.	9
gɘ.klaut.	gɘ.klaut.	9
jʊ.ŋɘn.	jʊ.ŋɘn.	9
kʊr.tsɘn.	kʊr.tsɘn.	9
dampft.	dampft.	9
vynʃ.tɘ.	vynʃ.tɘ.	9
zɔn.taks.	zɔn.taks.	9
trau.bɘn.tsʊ.kɘr.	trau.bɘn.tsʊ.kɘr.	9
ʃau.fɛn.stɘr.	ʃau.fɛn.stɘr.	9
la.dɘn.	la.dɘn.	9
auf.tau.xɘn.	auf.tau.xɘn.	9
fɔ.lɘ.	fɔ.lɘ.	9
bɛ.sɘ.rɘ.	bɛ.sɘ.rɘ.	9
ʃtɔ.pfɘn.	ʃtɔ.pfɘn.	9
gɘ.li.ɘn.	gɘ.li.ɘn.	9
møg.lɪ.xɘ.	møk.lɪ.xɘ.	9
hal.bɘr.	hal.bɘr.	9
vʊn.dɘr.ba.rɘ.	vʊn.dɘr.ba.rɘ.	9
flo.	flo.	9
dɛ.xɘr.	dɛ.xɘr.	9
ʃtrai.xɘlst.	ʃtrai.xɘlst.	9
trɛkst.	trɛkst.	9
a.part.	a.part.	9
nɔyn.tsen.tɘ.	nɔyn.tsen.tɘ.	9
plʊs.	plʊs.	9
hɪn.hɛ.ŋɘn.	hɪn.hɛ.ŋɘn.	9
fɪ.ŋɘr.nɛ.gɘl.	fɪ.ŋɘr.nɛ.gɘl.	9
ɔr.dɘnt.lɪ.xɘn.	ɔr.dɘnt.lɪ.xɘn.	9
tsɛ.	tsɛ.	9
ʃmal.	ʃmal.	9
da.rʊn.tɘr.	da.rʊn.tɘr.	9
hys.te.rɪʃ.	hys.te.rɪʃ.	9
re.gɘn.bo.gɘn.	re.gɘn.bo.gɘn.	9
klɛ.tɘrst.	klɛ.tɘrst.	9
tsɪmt.	tsɪmt.	9
tsim.lɪ.xɘ.	tsim.lɪ.xɘ.	9
bɘ.fyrx.tɘt.	bɘ.fyrx.tɘt.	9
auf.ne.mɘn.	auf.ne.mɘn.	9
ʃve.rɘ.	ʃve.rɘ.	9
har.tɘ.	har.tɘ.	9
bɘ.ʃtɪm.tɘ.	bɘ.ʃtɪm.tɘ.	9
